# Column descriptions:
# id	Object ID, according to EcoCyc
# rna-count-avg	A floating point number
# rna-count-std	A floating point number
# rna-concentration-avg	A floating point number in mM units
# rna-concentration-std	A floating point number in mM units
# relative-rna-count-to-total-rna-counts	A floating point number
# relative-rna-count-to-total-rna-type-counts	A floating point number
# relative-rna-mass-to-total-rna-mass	A floating point number
# relative-rna-mass-to-total-rna-type-mass	A floating point number
# relative-rna-mass-to-total-cell-dry-mass	A floating point number
id	rna-count-avg	rna-count-std	rna-concentration-avg	rna-concentration-std	relative-rna-count-to-total-rna-counts	relative-rna-count-to-total-rna-type-counts	relative-rna-mass-to-total-rna-mass	relative-rna-mass-to-total-rna-type-mass	relative-rna-mass-to-total-cell-dry-mass
EG10001	0.07451220970834828	0.268796023072481	2.6712188573366313e-07	9.87526668285426e-07	8.227351307133717e-07	3.3035157395983465e-05	2.2893481044431476e-06	5.0207689710173084e-05	2.78115241975535e-07
EG10002	0.6699809783971695	0.8746432650742741	2.3572711740711746e-06	3.1021209133582486e-06	7.397672005629838e-06	0.00029703758834017963	1.310633123833522e-05	0.0002874349299593048	1.5921870844747426e-06
EG10003	0.07644909502698907	0.2780405775531273	2.7278828120136113e-07	1.0172395061989802e-06	8.441214726571432e-07	3.389387990078793e-05	1.6465299602100067e-06	3.611004599094624e-05	2.0002422410774355e-07
EG10004	0.19642602217000607	0.4501663147247645	6.977928640620016e-07	1.6319004454670292e-06	2.168860508339499e-06	8.70859230245868e-05	6.8052156465347834e-06	0.0001492451737369756	8.267131558361569e-07
EG10006	0.009591826498288828	0.09746703731356238	3.5402005448566196e-08	3.6192821122963924e-07	1.0590925512393549e-07	4.252558061641202e-06	3.643275465803572e-07	7.990066856182403e-06	4.4259343338349574e-08
EG10007	0.21271013469455474	0.4726631189034274	7.554693366181054e-07	1.7474815532834864e-06	2.3486634090838954e-06	9.430552129456134e-05	4.3070659065277265e-06	9.445825568270612e-05	5.232322137789958e-07
EG10008	0.014665540032178534	0.12021007431942764	5.0415892570767684e-08	4.207204499246194e-07	1.6193124647066727e-07	6.502000479605072e-06	5.841070721987865e-07	1.2810051289953412e-05	7.095866260308208e-08
EG10011	0.12675216742097162	0.37056734580100253	4.3392610580058264e-07	1.2867673832679411e-06	1.3995486302107671e-06	5.619586128801527e-05	2.7976067940069783e-06	6.135431023878291e-05	3.3985966964028093e-07
EG10012	0.1199055479031866	0.36374294027879334	4.260338160722442e-07	1.306073080154404e-06	1.3239508935987703e-06	5.316039697571345e-05	5.854480112167838e-06	0.0001283945942146701	7.112156294084239e-07
EG10013	0.08172922960579368	0.2885282124343765	2.819689022835817e-07	1.0098294600634356e-06	9.024226857050537e-07	3.623483955780964e-05	3.075871187187682e-06	6.745692621190275e-05	3.7366386433327227e-07
EG10014	0.01160009105676	0.10707721019964343	3.794979124238663e-08	3.6074184296271366e-07	1.2808373915129205e-07	5.142926714531083e-06	1.0261081750459381e-06	2.2503576787554375e-05	1.246539671455467e-07
EG10015	0.2756936325859734	0.5318756406836701	9.684235039675561e-07	1.8739539525525706e-06	3.04410294272956e-06	0.00012222939812409913	7.946345035825242e-06	0.00017427128059484484	9.653401630667174e-07
EG10016	0.00660547343727694	0.08126673900274292	2.165359919724246e-08	2.7314795032496166e-07	7.293509443772227e-08	2.9285516498510615e-06	1.4454410877378977e-07	3.1699966242194363e-06	1.755954881205743e-08
EG10017	0.3621628295502336	0.6253573006814096	1.2719197611031255e-06	2.2134593466183592e-06	3.9988625230121495e-06	0.0001605657129750408	1.0015322066086802e-05	0.00021964601262063036	1.2166842231055814e-06
EG10018	0.05595167818380347	0.23300453729342605	1.896644172309677e-07	8.110787662983621e-07	6.177968878438256e-07	2.480630359247381e-05	3.084592691096728e-06	6.764819750053798e-05	3.7472337256854123e-07
EG10020	0.2333020808012995	0.5182828814604892	8.095407836854047e-07	1.8128371652136872e-06	2.5760317496295283e-06	0.00010343500736655615	4.632742935066291e-06	0.00010160067808795788	5.627962038170713e-07
EG10021	0.07252516600496182	0.2909881168449705	2.557459675938223e-07	1.0657604200032871e-06	8.007949591973513e-07	3.215419705738925e-05	1.9723196503069614e-06	4.3254939176659466e-05	2.3960190052951604e-07
