# Column descriptions:
# id	Object ID, according to EcoCyc
# flux-avg	A floating point number in mmol/g DCW/h units
# flux-std	A floating point number in mmol/g DCW/h units
id	flux-avg	flux-std
1-ACYLGLYCEROL-3-P-ACYLTRANSFER-RXN	-4.8193020863526374e-18	1.7169483791233148e-16
1.1.1.127-RXN	0.0	0.0
1.1.1.215-RXN	-2.7801158122749922e-09	3.096582419440339e-08
1.1.1.251-RXN	0.0	0.0
1.1.1.271-RXN	4.0222364711079127e-13	2.6756187894814654e-10
1.1.1.274-RXN	-2.7801158122749922e-09	3.096582419440339e-08
1.1.1.283-RXN	-1.1046084466551219e-19	7.32217373026264e-17
1.1.1.39-RXN	0.3338946868141336	0.21715008333211328
1.1.1.83-RXN	0.0	0.0
1.11.1.15-RXN	0.0	0.0
1.13.11.16-RXN	0.0	0.0
1.3.1.9-RXN	4.92619958342066e-18	1.508190806824473e-16
1.5.1.20-RXN	0.09312249865140945	1.0018432919241993
1.7.2.2-RXN	0.0	0.0
1.7.2.3-RXN	0.0	0.0
1.8.1.4-RXN	0.0	0.0
1.8.4.12-RXN	0.0	0.0
1.8.4.13-RXN	-1.2084824715612487e-20	8.038906789499722e-18
1.8.4.14-RXN	5.016441812837169e-21	3.336970878529045e-18
1.8.4.4-RXN	0.0	0.0
1.8.4.8-RXN	-0.046896989416324246	0.01627209014228707
1.97.1.4-A-RXN	0.0	0.0
1PFRUCTPHOSN-RXN	0.0	0.0
1TRANSKETO-RXN	-3.9583337478072496	9.820625995695874
2-DEHYDROPANTOATE-REDUCT-RXN	-0.002808906145444864	0.007005095475010029
2-ISOPROPYLMALATESYN-RXN	0.4573940874985408	0.07229318193793707
2-METHYLCITRATE-DEHYDRATASE-RXN	0.0	0.0
2-METHYLCITRATE-SYNTHASE-RXN	0.0	0.0
2-OCTAPRENYL-6-METHOXYPHENOL-HYDROX-RXN	0.0001865467414979726	0.00027087056358494953
2-OCTAPRENYL-6-OHPHENOL-METHY-RXN	0.0001865467414979726	0.00027087056358494953
2-OCTAPRENYL-METHOXY-BENZOQ-METH-RXN	0.0001865467414979726	0.00027087056358494953
2-OCTAPRENYLPHENOL-HYDROX-RXN	0.0001865467414979726	0.00027087056358494953
2-OXOPENT-4-ENOATE-HYDRATASE-RXN	0.0	0.0
2.1.1.34-RXN	0.0	0.0
2.1.1.63-RXN	0.0	0.0
2.1.1.72-RXN	0.0	0.0
2.1.1.77-RXN	0.0	0.0
2.1.1.79-RXN	-9.923029134192013e-21	1.196863474354572e-17
2.3.1.118-RXN	0.0	0.0
2.3.1.128-RXN	0.0	0.0
2.3.1.157-RXN	0.048223976696522355	0.6353120972772627
2.3.1.179-RXN	1.7190689735523815e-19	6.385511852803171e-17
2.3.1.180-RXN	0.19993643545886855	0.24688164443305355
2.3.1.41-RXN	0.0	0.0
2.3.1.49-RXN	2.9745471060646833e-21	1.5526137406230713e-18
2.4.1.230-RXN	3.7143231964331207e-22	4.502852631491642e-19
2.4.1.78-RXN	0.0	0.0
2.5.1.19-RXN	0.2404772967219096	0.0323413231369017
2.5.1.25-RXN	0.0	0.0
2.5.1.64-RXN	0.00034671167693208616	0.0010890462656011407
2.6.1.57-RXN	7.189722923745036e-08	1.0078651803877354e-05
2.6.1.82-RXN	0.009617135069759678	0.1743788549552606
2.7.1.121-RXN	0.0021136705033884934	0.4690765456737375
2.7.1.148-RXN	0.10394578840087056	3.4778769375878458
2.7.10.1-RXN	0.0	0.0
2.7.13.1-RXN	0.0	0.0
2.7.13.2-RXN	0.0	0.0
2.7.3.9-RXN	6.438180934773398e-05	0.04282721317564487
2.7.7.1-RXN	0.0	0.0
2.7.7.13-RXN	0.010754694066745603	0.02854344272620234
2.7.7.60-RXN	0.10394578840087056	3.4778769375878458
2.7.7.61-RXN	0.0	0.0
2.7.8.25-RXN	0.0	0.0
2.7.9.3-RXN	3.759347396432949e-10	1.7124625947540946e-08
2.8.1.6-RXN	3.758437006211681e-05	5.087420502945114e-05
2.9.1.1-RXN	3.759347396432949e-10	1.7124625947540946e-08
2OXOGLUTARATEDEH-RXN	2.2580045525848252e-05	0.0029349908599663682
2OXOGLUTDECARB-RXN	7.484175552055172e-07	0.00042789925591449107
2PGADEHYDRAT-RXN	-6.163543735781855	7.095201492660545
2TRANSKETO-RXN	3.690750773102251	9.80988736151929
3-CH3-2-OXOBUTANOATE-OH-CH3-XFER-RXN	0.002808906145444868	0.0070050954750101755
3-DEHYDROQUINATE-DEHYDRATASE-RXN	0.24050732829678761	0.03234588780274406
3-DEHYDROQUINATE-SYNTHASE-RXN	0.11809848656900356	0.04443659462392684
3-HYDROXBUTYRYL-COA-DEHYDRATASE-RXN	-1.2421716928110815e-23	8.263009758132821e-21
3-HYDROXYDECANOYL-ACP-DEHYDR-RXN	0.4835164548322319	0.6164199898901271
3-ISOPROPYLMALDEHYDROG-RXN	0.45736456197564807	0.07228033458436033
3-ISOPROPYLMALISOM-RXN	-0.06860939803996922	0.16165474644110622
3-OCTAPRENYL-4-OHBENZOATE-DECARBOX-RXN	0.0001865467414979726	0.00027087056358494953
3-OXOACYL-ACP-REDUCT-RXN	-0.6538191581776044	0.8583993394163598
3-OXOACYL-ACP-SYNTH-BASE-RXN	0.05146269435498705	0.17419833356760892
3-OXOACYL-ACP-SYNTH-RXN	0.1703027033453879	0.26548606730451507
3-PHOSPHOGLYCERATE-PHOSPHATASE-RXN	0.0	0.0
3.1.3.16-RXN	0.0	0.0
3.1.3.68-RXN	0.0	0.0
3.1.3.74-RXN	0.0067064758917958775	0.0033042913058861888
