# Column descriptions:
# id	Object ID, according to EcoCyc
# flux-avg	A floating point number in mmol/g DCW/h units
# flux-std	A floating point number in mmol/g DCW/h units
id	flux-avg	flux-std
1-ACYLGLYCEROL-3-P-ACYLTRANSFER-RXN	-1.2710384716247296e-18	5.533961644553757e-16
1.1.1.127-RXN	0.0	0.0
1.1.1.215-RXN	-6.113883716624548e-09	4.7294526564563634e-08
1.1.1.251-RXN	0.0	0.0
1.1.1.271-RXN	-2.850288083934096e-28	1.2108022438619534e-25
1.1.1.274-RXN	-6.113883716624548e-09	4.7294526564563634e-08
1.1.1.283-RXN	1.5350589611002216e-18	9.417311276669924e-16
1.1.1.39-RXN	0.15542181915121997	0.1051453805056626
1.1.1.83-RXN	0.0	0.0
1.11.1.15-RXN	0.0	0.0
1.13.11.16-RXN	0.0	0.0
1.3.1.9-RXN	3.1369358705334635e-19	1.2737521524389122e-16
1.5.1.20-RXN	0.02047182800341706	0.42835013774615255
1.7.2.2-RXN	0.0	0.0
1.7.2.3-RXN	0.0	0.0
1.8.1.4-RXN	-5.406165278860706e-19	1.8782672349358526e-16
1.8.4.12-RXN	0.0	0.0
1.8.4.13-RXN	-1.845568815372677e-07	2.5064590133929536e-05
1.8.4.14-RXN	-4.526131690758368e-09	1.922700529171854e-06
1.8.4.4-RXN	0.0	0.0
1.8.4.8-RXN	-0.12138573924768259	0.048490648238282245
1.97.1.4-A-RXN	0.0	0.0
1PFRUCTPHOSN-RXN	0.0	0.0
1TRANSKETO-RXN	0.06124860539976665	9.096278721604302
2-DEHYDROPANTOATE-REDUCT-RXN	-0.01009243832913189	0.040494327135350325
2-ISOPROPYLMALATESYN-RXN	0.027227000918330357	0.14149831951524472
2-METHYLCITRATE-DEHYDRATASE-RXN	0.0	0.0
2-METHYLCITRATE-SYNTHASE-RXN	0.0	0.0
2-OCTAPRENYL-6-METHOXYPHENOL-HYDROX-RXN	0.0004476663118759511	0.0007051109762917819
2-OCTAPRENYL-6-OHPHENOL-METHY-RXN	0.0004476663118759511	0.0007051109762917819
2-OCTAPRENYL-METHOXY-BENZOQ-METH-RXN	0.0004476663118759511	0.0007051109762917818
2-OCTAPRENYLPHENOL-HYDROX-RXN	0.0004476663118759511	0.0007051109762917819
2-OXOPENT-4-ENOATE-HYDRATASE-RXN	0.0	0.0
2.1.1.34-RXN	0.0	0.0
2.1.1.63-RXN	0.0	0.0
2.1.1.72-RXN	0.0	0.0
2.1.1.77-RXN	0.0	0.0
2.1.1.79-RXN	-1.0384669073740716e-24	4.370757006953325e-19
2.3.1.118-RXN	0.0	0.0
2.3.1.128-RXN	0.0	0.0
2.3.1.157-RXN	0.1286646460085736	0.7449834665528722
2.3.1.179-RXN	-2.3159184661421915e-19	1.0814816416839493e-16
2.3.1.180-RXN	0.4906753890812941	0.3407268655724824
2.3.1.41-RXN	0.0	0.0
2.3.1.49-RXN	2.8433479980385333e-22	1.2486309888897863e-19
2.4.1.230-RXN	-5.438326925623572e-17	2.296474538398499e-14
2.4.1.78-RXN	0.0	0.0
2.5.1.19-RXN	0.012903983225537182	0.012267259111528626
2.5.1.25-RXN	0.0	0.0
2.5.1.64-RXN	0.0008304970263558165	0.0021288919321120043
2.6.1.57-RXN	0.011211249751452667	0.01361887823484791
2.6.1.82-RXN	0.023734492545364607	0.23532383696374062
2.7.1.121-RXN	0.20098741364262857	1.6156034051217258
2.7.1.148-RXN	0.3184153107413462	4.080934241855698
2.7.10.1-RXN	0.0	0.0
2.7.13.1-RXN	0.0	0.0
2.7.13.2-RXN	0.0	0.0
2.7.3.9-RXN	0.23061269883240565	1.1366242032692286
2.7.7.1-RXN	-3.103849714627457e-19	1.0727117776895527e-16
2.7.7.13-RXN	0.030504821843703796	0.036985703858512665
2.7.7.60-RXN	0.3184153107413462	4.080934241855698
2.7.7.61-RXN	0.0	0.0
2.7.8.25-RXN	0.0	0.0
2.7.9.3-RXN	0.0	0.0
2.8.1.6-RXN	9.10775285236052e-05	3.6366701731614444e-05
2.9.1.1-RXN	0.0	0.0
2OXOGLUTARATEDEH-RXN	1.5465534273551806	2.2962340019584877
2OXOGLUTDECARB-RXN	1.114622752217837	2.258188547026984
2PGADEHYDRAT-RXN	-0.060105225973593454	5.025865086331577
2TRANSKETO-RXN	-0.14148844649895498	9.09471863762056
3-CH3-2-OXOBUTANOATE-OH-CH3-XFER-RXN	0.01009243832913188	0.04049432713535034
3-DEHYDROQUINATE-DEHYDRATASE-RXN	0.012971831145917363	0.012270905071797584
3-DEHYDROQUINATE-SYNTHASE-RXN	0.012611479719569647	0.010992537833691004
3-HYDROXBUTYRYL-COA-DEHYDRATASE-RXN	-9.243270870992415e-21	3.799406774055763e-18
3-HYDROXYDECANOYL-ACP-DEHYDR-RXN	0.9641106823576748	0.7372387229395543
3-ISOPROPYLMALDEHYDROG-RXN	0.02511721479785403	0.03141605144240872
3-ISOPROPYLMALISOM-RXN	-0.0007152379259530538	0.0061339901026942366
3-OCTAPRENYL-4-OHBENZOATE-DECARBOX-RXN	0.0004476663118759511	0.0007051109762917819
3-OXOACYL-ACP-REDUCT-RXN	-1.2059088741122708	1.0106936480161262
3-OXOACYL-ACP-SYNTH-BASE-RXN	0.11745725439908482	0.2638782410618436
3-OXOACYL-ACP-SYNTH-RXN	0.24179819175461031	0.33610992050150834
3-PHOSPHOGLYCERATE-PHOSPHATASE-RXN	0.0	0.0
3.1.3.16-RXN	0.0	0.0
3.1.3.68-RXN	2.8547905794848893e-21	1.2127149037583116e-18
3.1.3.74-RXN	0.005913747108395331	0.0017595441124021506
3.1.4.14-RXN	0.0011121654459662236	0.000412058059128492
3.2.1.17-RXN	0.0	0.0
3.2.1.21-RXN	3.55502841982563e-21	8.572078563329445e-19
3.2.1.52-RXN	8.192149374786551e-20	1.7628546049945416e-17
