RXN0-2145	0.5112908488771845    	a (5Z)-dodec-5-enoyl-[acp] + NAD+  <-  a (2E,5Z)-dodeca-3,5-dienoyl-[acp] + NADH + H+
METHENYLTHFCYCLOHYDRO-RXN	1.9798888965644954    	a 5,10-methenyltetrahydrofolate + H2O  <-->  an N10-formyltetrahydrofolate + H+
ADPREDUCT-RXN	4.45127260425838300d-2	dADP + an oxidized thioredoxin + H2O  <-  ADP + a reduced thioredoxin
ACSERLY-RXN	0.8273958927057343    	O-acetyl-L-serine + hydrogen sulfide  ->  L-cysteine + acetate + H+
RXN-15121	0.899071836100567    	(Z)-2-aminobutenoate  ->  2-iminobutanoate
NAD-KIN-RXN	6.131651772516620000d-4	ATP + NAD+  ->  ADP + NADP+ + H+
ADENYLYLSULFKIN-RXN	0.8273958927057343    	adenosine 5'-phosphosulfate + ATP  ->  3'-phosphoadenylyl-sulfate + ADP + H+
RXN-10661	0.5112908488771845    	a palmitoleoyl-[acp] + NAD+  <-  a (2E,9Z)-hexadeca-2,9-dienoyl-[acp] + NADH + H+
RXN-17016	7.8126441059520500d-2	a cis-vaccenoyl-[acp] + sn-glycerol 3-phosphate  ->  1-cis-vaccenoyl-sn-glycerol-3-phosphate + acyl-carrier protein
AMPSYN-RXN	0.7012678157451078    	adenylosuccinate  ->  fumarate + AMP
RXN-16424	3.106907953134171500d-2	a phosphorylated phosphoglucosamine mutase + D-glucosamine 6-phosphate  =  glucosamine 1,6-diphosphate + a phosphoglucosamine mutase
RXN-9789	3.065825886258310000d-4	a [ThiS sulfur-carrier protein] + ATP + H+  ->  a carboxy-adenylated-[ThiS sulfur-carrier protein] + diphosphate
ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN	1.616616121475779    	L-aspartate 4-semialdehyde + NADP+ + phosphate  <-->  L-aspartyl-4-phosphate + NADPH + H+
RXN0-7235	70.    	a reduced electron-transfer flavoprotein + an electron-transfer quinone[inner membrane]  ->  an oxidized electron-transfer flavoprotein + an electron-transfer quinol[inner membrane] + H+
PYRIMSYN3-RXN	3.065825886258310000d-4	4-amino-2-methyl-5-(phosphooxymethyl)pyrimidine + ATP  ->  4-amino-2-methyl-5-(diphosphooxymethyl)pyrimidine + ADP
RXN-17780	10.    	(S)-3-hydroxy-(7Z)-hexadecenoyl-CoA  <-->  (2E,7Z)-hexadec-2,7-dienoyl-CoA + H2O
RXN0-742	0.8270402569029692    	5-amino-1-(5-phospho-beta-D-ribosyl)imidazole + ATP + hydrogen carbonate  ->  N5-carboxyaminoimidazole ribonucleotide + ADP + phosphate + 2 H+
DIHYDROOROT-RXN	0.6133307318495199    	(S)-dihydroorotate + H2O  <-->  N-carbamoyl-L-aspartate + H+
